ISO3,Country,Group,Share_2024_pct,Share_2050_pct,Change_pp,Pop_2024,Pop_2050,Anchor
ROU,Romania,Hungarian,6.0,4.75,-1.25,1140906,761183,False
ROU,Romania,Romani,3.4,4.91,1.51,646513,786622,False
ROU,Romania,Ukrainian,0.5,0.59,0.09,95075,93791,False
ROU,Romania,German,0.4,0.3,-0.1,76060,48126,False
ROU,Romania,Other,1.2,1.4,0.2,228181,225097,False
RUS,Russia,Russian,80.9,79.37,-1.53,117159721,108043428,True
RUS,Russia,Tatar,3.9,4.39,0.49,5647996,5972147,False
RUS,Russia,Ukrainian,1.4,1.08,-0.32,2027486,1467850,False
RUS,Russia,Bashkir,1.1,1.24,0.14,1593025,1684452,False
RUS,Russia,Chechen,1.0,1.12,0.12,1448204,1531320,False
RUS,Russia,Chuvash,1.0,0.77,-0.23,1448204,1048464,False
RUS,Russia,Other,10.7,12.04,1.34,15495785,16385122,False
RWA,Rwanda,Hutu,85.0,85.39,0.39,12118087,19389182,True
RWA,Rwanda,Tutsi,14.0,13.64,-0.36,1995920,3097475,False
RWA,Rwanda,Twa,1.0,0.97,-0.03,142566,221248,False
SAU,Saudi Arabia,Saudi Arab,58.4,60.53,2.13,19834247,28868193,True
SAU,Saudi Arabia,Bangladeshi,4.8,4.45,-0.35,1630212,2123410,False
SAU,Saudi Arabia,Indian,4.4,4.08,-0.32,1494361,1946459,False
SAU,Saudi Arabia,Pakistani,3.9,3.62,-0.28,1324547,1725270,False
SAU,Saudi Arabia,Filipino,2.7,2.5,-0.2,916994,1194418,False
SAU,Saudi Arabia,Egyptian,2.4,2.52,0.12,815106,1200719,False
SAU,Saudi Arabia,Yemeni,2.2,2.31,0.11,747181,1100659,False
SAU,Saudi Arabia,Sudanese,1.5,1.57,0.07,509441,750450,False
SAU,Saudi Arabia,Syrian,1.2,1.26,0.06,407553,600360,False
SAU,Saudi Arabia,Nepali,1.0,0.93,-0.07,339628,442377,False
SAU,Saudi Arabia,Sri Lankan,0.8,0.74,-0.06,271702,353902,False
SAU,Saudi Arabia,Other foreign,16.7,15.49,-1.21,5671779,7387696,False
SDN,Sudan,Sudanese Arab,70.0,70.55,0.55,35314272,60115451,True
SDN,Sudan,Beja,6.0,5.83,-0.17,3026938,4965447,False
SDN,Sudan,Fur,5.0,4.86,-0.14,2522448,4137872,False
SDN,Sudan,Nubian,5.0,4.86,-0.14,2522448,4137872,False
SDN,Sudan,Zaghawa,3.0,2.91,-0.09,1513469,2482723,False
SDN,Sudan,Nuba,2.5,2.43,-0.07,1261224,2068936,False
SDN,Sudan,Masalit,2.0,1.94,-0.06,1008979,1655149,False
SDN,Sudan,Fellata (Fulani),1.5,1.71,0.21,756734,1458523,False
SDN,Sudan,Other,5.0,4.91,-0.09,2522448,4184408,False
SEN,Senegal,Wolof,39.7,41.23,1.53,7345289,12517959,True
SEN,Senegal,Pular (Fula),27.5,26.78,-0.72,5088047,8131139,False
SEN,Senegal,Serer,16.0,15.58,-0.42,2960318,4730845,False
SEN,Senegal,Mandinka,4.9,4.77,-0.13,906597,1448821,False
SEN,Senegal,Jola,4.2,4.09,-0.11,777083,1241847,False
SEN,Senegal,Soninke,2.4,2.34,-0.06,444048,709627,False
SEN,Senegal,Other,5.3,5.22,-0.08,980605,1584716,False
SGP,Singapore,Chinese,74.3,70.58,-3.72,4333464,4292527,True
SGP,Singapore,Malay,13.5,16.28,2.78,787372,990202,False
SGP,Singapore,Indian,9.0,8.95,-0.05,524915,544121,False
SGP,Singapore,Filipino,0.7,1.21,0.51,40827,73626,False
SGP,Singapore,Malaysian,0.6,0.73,0.13,34994,44559,False
SGP,Singapore,Thai,0.3,0.37,0.07,17497,22280,False
SGP,Singapore,Indonesian,0.4,0.49,0.09,23330,29706,False
SGP,Singapore,White (Western expatriates),0.5,0.54,0.04,29162,32687,False
SGP,Singapore,Other,0.7,0.85,0.15,40827,51986,False
SLB,Solomon Islands,Melanesian,95.3,95.36,0.06,780703,1248366,True
SLB,Solomon Islands,Polynesian,3.1,3.02,-0.08,25395,39515,False
SLB,Solomon Islands,Micronesian,1.2,1.17,-0.03,9830,15296,False
SLB,Solomon Islands,Other,0.4,0.45,0.05,3277,5935,False
SLE,Sierra Leone,Temne,35.5,37.11,1.61,3067920,4805184,True
SLE,Sierra Leone,Mende,33.2,32.31,-0.89,2869154,4183051,False
SLE,Sierra Leone,Limba,6.4,6.23,-0.17,553090,806371,False
SLE,Sierra Leone,Kono,4.4,4.28,-0.12,380249,554380,False
SLE,Sierra Leone,Krio (Creole),3.4,3.31,-0.09,293829,428385,False
SLE,Sierra Leone,Koranko,2.9,2.82,-0.08,250619,365387,False
SLE,Sierra Leone,Sherbro,2.6,2.53,-0.07,224693,327588,False
SLE,Sierra Leone,Other,11.6,11.41,-0.19,1002475,1477985,False
SLV,El Salvador,Mestizo,86.3,89.16,2.86,5469864,5941218,True
SLV,El Salvador,White,12.7,9.75,-2.95,804951,649880,False
SLV,El Salvador,Indigenous (Nahua-Pipil),0.2,0.27,0.07,12676,18176,False
SLV,El Salvador,Other,0.8,0.81,0.01,50706,54074,False
SMR,San Marino,Sammarinese,84.0,82.42,-1.58,28229,27793,True
SMR,San Marino,Italian,12.0,13.0,1.0,4033,4384,False
SMR,San Marino,Other,4.0,4.57,0.57,1344,1542,False
SOM,Somalia,Somali (Hawiye),30.0,29.42,-0.58,5702746,10947594,False
SOM,Somalia,Somali (Darood),32.0,33.96,1.96,6082930,12635155,True
SOM,Somalia,Somali (Isaaq),15.0,14.71,-0.29,2851373,5473797,False
SOM,Somalia,Somali (Rahanweyn),6.0,5.88,-0.12,1140549,2189519,False
SOM,Somalia,Other Somali clans (Dir/other),7.0,6.87,-0.13,1330641,2554439,False
SOM,Somalia,Bantu (Jareer),5.0,4.58,-0.42,950458,1704727,False
SOM,Somalia,Arab/Benadiri,1.0,0.84,-0.16,190092,313502,False
SOM,Somalia,Ethiopian migrant,1.0,0.98,-0.02,190092,364940,False
SOM,Somalia,Other,3.0,2.75,-0.25,570275,1022836,False
SRB,Serbia,Serb,80.6,79.69,-0.91,5429391,4409053,True
SRB,Serbia,Hungarian,2.8,2.17,-0.63,188614,120257,False
SRB,Serbia,Bosniak,2.3,2.61,0.31,154933,144275,False
SRB,Serbia,Romani,2.0,2.9,0.9,134724,160521,False
SRB,Serbia,Slovak,0.7,0.54,-0.16,47154,30064,False
SRB,Serbia,Croat,0.8,0.62,-0.18,53890,34359,False
SRB,Serbia,Albanian,0.6,0.68,0.08,40417,37637,False
SRB,Serbia,Other,10.2,10.78,0.58,687094,596696,False
SSD,South Sudan,Dinka,35.8,40.28,4.48,4275741,7388830,True
SSD,South Sudan,Nuer,15.6,16.4,0.8,1863172,3008373,False
SSD,South Sudan,Shilluk,5.7,5.05,-0.65,680774,926030,False
SSD,South Sudan,Azande,4.6,4.07,-0.53,549397,747322,False
SSD,South Sudan,Bari,3.4,3.01,-0.39,406076,552369,False
SSD,South Sudan,Lotuko,3.0,2.66,-0.34,358302,487384,False
SSD,South Sudan,Murle,2.5,2.21,-0.29,298585,406153,False
SSD,South Sudan,Zande,2.5,2.21,-0.29,298585,406153,False
SSD,South Sudan,Other (60+ groups),26.9,24.09,-2.81,3212777,4419360,False
STP,Sao Tome & Principe,Mestico (Forros),44.9,45.99,1.09,105761,167915,True
STP,Sao Tome & Principe,Angolares,15.0,14.51,-0.49,35332,52975,False
STP,Sao Tome & Principe,Tongas (mixed),10.0,9.78,-0.22,23555,35714,False
STP,Sao Tome & Principe,European descent,4.0,3.29,-0.71,9422,12011,False
STP,Sao Tome & Principe,Other African,20.0,19.56,-0.44,47110,71428,False
STP,Sao Tome & Principe,Other,6.1,6.87,0.77,14368,25078,False
SUR,Suriname,Hindustani (East Indian),27.4,27.83,0.43,173836,204279,True
SUR,Suriname,Maroon (Ndyuka/Saramaka),21.7,23.06,1.36,137673,169272,False
SUR,Suriname,Creole,15.7,14.51,-1.19,99607,106478,False
SUR,Suriname,Javanese,13.7,12.66,-1.04,86918,92914,False
SUR,Suriname,Mixed,13.1,12.24,-0.86,83111,89844,False
SUR,Suriname,Amerindian,4.1,5.07,0.97,26012,37174,False
SUR,Suriname,Other,4.3,4.63,0.33,27281,33947,False
SVK,Slovakia,Slovak,80.7,80.39,-0.31,4443955,3968319,True
SVK,Slovakia,Hungarian,8.5,6.65,-1.85,468075,328236,False
SVK,Slovakia,Romani,2.0,2.92,0.92,110135,144327,False
SVK,Slovakia,Czech,0.6,0.7,0.1,33041,34461,False
SVK,Slovakia,Rusyn / Ukrainian,1.0,0.96,-0.04,55068,47613,False
SVK,Slovakia,Other,7.2,8.38,1.18,396487,413536,False
SVN,Slovenia,Slovene,83.1,81.21,-1.89,1760633,1609139,True
SVN,Slovenia,Serb,2.0,2.26,0.26,42374,44853,False
SVN,Slovenia,Croat,1.8,1.72,-0.08,38136,34148,False
SVN,Slovenia,Bosniak,1.1,1.23,0.13,23306,24296,False
SVN,Slovenia,Other,12.0,13.58,1.58,254243,269118,False
SWE,Sweden,Swedish,78.0,72.88,-5.12,8273455,8242245,True
SWE,Sweden,Other Nordic/European,4.5,4.62,0.12,477315,521966,False
SWE,Sweden,Finnish,2.0,2.15,0.15,212140,242845,False
SWE,Sweden,Syrian,1.8,3.48,1.68,190926,393838,False
SWE,Sweden,Iraqi,1.4,1.73,0.33,148498,196130,False
SWE,Sweden,Iranian,1.0,1.27,0.27,106070,143282,False
SWE,Sweden,Turkish,0.6,0.74,0.14,63642,84056,False
SWE,Sweden,Afghan,0.5,1.09,0.59,53035,123752,False
SWE,Sweden,Somalian,0.7,1.52,0.82,74249,171660,False
SWE,Sweden,Eritrean,0.4,0.43,0.03,42428,48369,False
SWE,Sweden,Polish,1.3,1.4,0.1,137891,157849,False
SWE,Sweden,South/East Asian,3.3,3.54,0.24,350031,400695,False
SWE,Sweden,Indian,0.5,0.79,0.29,53035,89261,False
SWE,Sweden,Pakistani,0.4,0.54,0.14,42428,60906,False
SWE,Sweden,Chinese,0.4,0.39,-0.01,42428,44228,False
SWE,Sweden,Other,3.2,3.44,0.24,339424,388552,False
SWZ,Eswatini,Swazi (Emaswati),84.3,84.67,0.37,1047705,1274540,True
SWZ,Eswatini,Zulu,9.9,9.64,-0.26,123040,145140,False
SWZ,Eswatini,Tsonga,2.0,1.95,-0.05,24857,29321,False
SWZ,Eswatini,Other,3.8,3.74,-0.06,47228,56337,False
SYC,Seychelles,Seychellois Creole (mixed),76.0,77.12,1.12,99131,109320,True
SYC,Seychelles,Other African,10.0,9.81,-0.19,13044,13904,False
SYC,Seychelles,Indian,6.0,5.89,-0.11,7826,8342,False
SYC,Seychelles,French/Chinese,4.0,3.22,-0.78,5217,4565,False
SYC,Seychelles,Other,4.0,3.97,-0.03,5217,5624,False
SYR,Syria,Syrian Arab,80.0,82.09,2.09,19738206,31024325,True
SYR,Syria,Kurdish,9.5,9.44,-0.06,2343912,3568031,False
SYR,Syria,Turkmen,2.0,1.79,-0.21,493455,675982,False
SYR,Syria,Armenian,1.0,0.69,-0.31,246728,261169,False
SYR,Syria,Assyrian,0.5,0.39,-0.11,123364,147913,False
SYR,Syria,Circassian,0.5,0.4,-0.1,123364,149578,False
SYR,Syria,Other,6.5,5.2,-1.3,1603729,1966377,False
TCD,Chad,Sara,27.7,28.76,1.06,5622859,11175724,True
TCD,Chad,Arab,12.3,13.57,1.27,2496793,5273129,False
TCD,Chad,Mayo-Kebbi,11.5,10.89,-0.61,2334400,4230089,False
TCD,Chad,Kanem-Bornou,9.0,9.27,0.27,1826922,3602563,False
TCD,Chad,Ouaddai,8.7,8.24,-0.46,1766024,3200154,False
TCD,Chad,Hadjarai,6.7,6.34,-0.36,1360042,2464486,False
TCD,Chad,Tandjile,6.5,6.15,-0.35,1319444,2390920,False
TCD,Chad,Gorane (Toubou),6.3,5.96,-0.34,1278845,2317353,False
TCD,Chad,Other,11.3,10.82,-0.48,2293802,4203268,False
TGO,Togo,Adja-Ewe/Mina,42.4,43.83,1.43,3564379,6118577,True
TGO,Togo,Kabye/Tem,25.9,25.21,-0.69,2177297,3518645,False
TGO,Togo,Akan-Peul/Gurma,17.1,16.64,-0.46,1437521,2323121,False
TGO,Togo,Akposso/Ake,4.0,3.89,-0.11,336262,543420,False
TGO,Togo,Other,10.6,10.43,-0.17,891095,1456259,False
THA,Thailand,Central Thai,36.0,37.07,1.07,25800484,24605501,True
THA,Thailand,Isan (Thai-Lao),33.0,31.64,-1.36,23650443,21003186,False
THA,Thailand,Northern Thai (Lanna),13.0,12.46,-0.54,9316841,8273982,False
THA,Thailand,Southern Thai,4.0,3.84,-0.16,2866720,2545841,False
THA,Thailand,Thai Chinese,10.0,9.59,-0.41,7166801,6364602,False
THA,Thailand,Malay (Muslim),3.0,4.35,1.35,2150040,2889422,False
THA,Thailand,Other,1.0,1.05,0.05,716680,700197,False
TJK,Tajikistan,Tajik,84.3,84.67,0.37,8928154,13186611,True
TJK,Tajikistan,Uzbek,13.8,13.44,-0.36,1461548,2093211,False
TJK,Tajikistan,Kyrgyz,0.8,0.78,-0.02,84727,121346,False
TJK,Tajikistan,Russian,0.5,0.43,-0.07,52955,67539,False
TJK,Tajikistan,Other,0.6,0.68,0.08,63546,105941,False
TKM,Turkmenistan,Turkmen,85.0,85.74,0.74,6370320,8265446,True
TKM,Turkmenistan,Uzbek,5.0,4.89,-0.11,374725,471618,False
TKM,Turkmenistan,Russian,4.0,3.43,-0.57,299780,330335,False
TKM,Turkmenistan,Other,6.0,5.94,-0.06,449670,572307,False
TLS,Timor-Leste,Tetum (Austronesian),30.0,31.44,1.44,420191,593979,True
TLS,Timor-Leste,Mambai,15.0,14.44,-0.56,210096,272851,False
TLS,Timor-Leste,Makasae,10.0,9.63,-0.37,140064,181901,False
TLS,Timor-Leste,Tokodede,8.0,7.7,-0.3,112051,145521,False
TLS,Timor-Leste,Galoli,7.0,6.74,-0.26,98045,127331,False
TLS,Timor-Leste,Other Austronesian,20.0,19.26,-0.74,280128,363802,False
TLS,Timor-Leste,Papuan (Fataluku/Bunak),8.0,8.61,0.61,112051,162610,False
TLS,Timor-Leste,Chinese,1.0,1.06,0.06,14006,20079,False
TLS,Timor-Leste,Other,1.0,1.12,0.12,14006,21175,False
TON,Tonga,Tongan,96.6,96.65,0.05,100649,101682,True
TON,Tonga,Part-Tongan / Other,3.4,3.35,-0.05,3543,3523,False
TTO,Trinidad & Tobago,East Indian,35.4,37.17,1.77,533753,520317,True
TTO,Trinidad & Tobago,African,34.2,33.43,-0.77,515660,467906,False
TTO,Trinidad & Tobago,Mixed,22.8,22.54,-0.26,343773,315446,False
TTO,Trinidad & Tobago,Other (incl. Chinese/Syrian),7.6,6.87,-0.73,114591,96130,False
TUN,Tunisia,Arab,92.0,91.95,-0.05,11294935,12087537,True
TUN,Tunisia,Amazigh (Berber),2.0,1.94,-0.06,245542,255444,False
TUN,Tunisia,Haratin/Black Tunisian,2.5,2.8,0.3,306928,368697,False
TUN,Tunisia,European (Italian/French),1.5,1.18,-0.32,184157,155089,False
TUN,Tunisia,Libyan refugee,1.0,1.14,0.14,122771,149214,False
TUN,Tunisia,Other,1.0,0.98,-0.02,122771,129159,False
TUR,Turkey,Turkish,70.0,65.75,-4.25,61231660,60003905,True
TUR,Turkey,Kurdish (Kurmanji),19.0,23.3,4.3,16620022,21264078,False
TUR,Turkey,Zaza,1.5,1.6,0.1,1312107,1456459,False
TUR,Turkey,Arab,2.2,2.7,0.5,1924424,2462156,False
TUR,Turkey,Circassian,1.0,0.9,-0.1,874738,824720,False
TUR,Turkey,Bosniak/Albanian,0.8,0.72,-0.08,699790,659776,False
TUR,Turkey,Other,5.5,5.03,-0.47,4811059,4586974,False
TUV,Tuvalu,Tuvaluan,96.0,95.49,-0.51,9282,9360,True
TUV,Tuvalu,Other,4.0,4.51,0.51,387,442,False
TZA,Tanzania,Sukuma,16.0,15.52,-0.48,10969626,20117447,False
TZA,Tanzania,Nyamwezi,5.2,5.04,-0.16,3565128,6538170,False
TZA,Tanzania,Chagga,4.8,4.66,-0.14,3290888,6035234,False
TZA,Tanzania,Njema,4.6,4.46,-0.14,3153767,5783766,False
TZA,Tanzania,Haya,4.5,4.37,-0.13,3085207,5658032,False
TZA,Tanzania,Hehe,4.2,4.07,-0.13,2879527,5280830,False
TZA,Tanzania,Makonde,4.0,3.88,-0.12,2742406,5029362,False
TZA,Tanzania,Ha,3.5,3.4,-0.1,2399606,4400691,False
TZA,Tanzania,Gogo,3.4,3.3,-0.1,2331046,4274957,False
TZA,Tanzania,Zaramo,3.1,3.01,-0.09,2125365,3897755,False
TZA,Tanzania,Nyakyusa,2.8,2.72,-0.08,1919685,3520553,False
TZA,Tanzania,Makua,2.7,2.62,-0.08,1851124,3394819,False
TZA,Tanzania,Luguru,2.2,2.13,-0.07,1508324,2766149,False
TZA,Tanzania,Other,39.0,40.83,1.83,26738463,52923325,True
UGA,Uganda,Baganda,16.5,16.04,-0.46,8252490,13700360,False
UGA,Uganda,Banyankole,9.6,9.33,-0.27,4801449,7971119,False
UGA,Uganda,Basoga,8.8,8.55,-0.25,4401328,7306859,False
UGA,Uganda,Bakiga,7.1,6.9,-0.2,3551071,5895307,False
UGA,Uganda,Iteso,7.0,6.8,-0.2,3501056,5812274,False
UGA,Uganda,Langi,6.3,6.12,-0.18,3150951,5231047,False
UGA,Uganda,Acholi,4.7,4.57,-0.13,2350709,3902527,False
UGA,Uganda,Bagisu,4.6,4.47,-0.13,2300694,3819494,False
UGA,Uganda,Lugbara,4.2,4.08,-0.12,2100634,3487364,False
UGA,Uganda,Bunyoro,2.7,2.62,-0.08,1350407,2241877,False
UGA,Uganda,Batoro,2.7,2.62,-0.08,1350407,2241877,False
UGA,Uganda,Bafumbira,2.5,2.43,-0.07,1250377,2075812,False
UGA,Uganda,Karamojong,2.0,1.94,-0.06,1000302,1660650,False
UGA,Uganda,Other,21.3,23.51,2.21,10653214,20084634,True
UKR,Ukraine,Ukrainian,77.8,81.28,3.48,29455252,26001465,True
UKR,Ukraine,Russian,17.3,13.63,-3.67,6549818,4359590,False
UKR,Ukraine,Romanian / Moldovan,0.8,0.63,-0.17,302882,201600,False
UKR,Ukraine,Belarusian,0.6,0.47,-0.13,227161,151200,False
UKR,Ukraine,Hungarian (Zakarpattia),0.3,0.24,-0.06,113581,75600,False
UKR,Ukraine,Bulgarian (Bessarabia),0.4,0.4,0.0,151441,127967,False
UKR,Ukraine,Crimean Tatar,0.5,0.51,0.01,189301,161759,False
UKR,Ukraine,Roma,0.6,0.74,0.14,227161,235237,False
UKR,Ukraine,Other,1.7,2.11,0.41,643624,675718,False
URY,Uruguay,White (European),87.7,83.56,-4.14,2970033,2719220,True
URY,Uruguay,Black,4.6,5.89,1.29,155783,191610,False
URY,Uruguay,Indigenous,2.4,3.07,0.67,81278,99971,False
URY,Uruguay,Asian,0.5,0.77,0.27,16933,24900,False
URY,Uruguay,Other,4.8,6.72,1.92,162556,218653,False
USA,USA,White non-Hispanic,57.0,44.82,-12.18,196893143,170687163,True
USA,USA,Hispanic / Latino (Mexican),11.0,17.04,6.04,37996922,64878192,False
USA,USA,Hispanic / Latino (Puerto Rican),2.2,2.14,-0.06,7599384,8140623,False
USA,USA,Hispanic / Latino (Salvadoran),1.1,1.84,0.74,3799692,6996184,False
USA,USA,Hispanic / Latino (Dominican),1.0,1.44,0.44,3454266,5476546,False
USA,USA,Hispanic / Latino (Cuban),1.0,0.89,-0.11,3454266,3384615,False
USA,USA,Hispanic / Latino (Guatemalan),0.8,1.38,0.58,2763413,5273994,False
USA,USA,Hispanic / Latino (Honduran),0.4,0.77,0.37,1381706,2938612,False
USA,USA,Hispanic / Latino (Colombian),0.4,0.53,0.13,1381706,2019530,False
USA,USA,Hispanic / Latino (Venezuelan),0.3,0.52,0.22,1036280,1971384,False
USA,USA,Hispanic / Latino (Other),0.4,0.58,0.18,1381706,2190618,False
USA,USA,Black / African American,10.8,9.51,-1.29,37306069,36236967,False
USA,USA,Black (African immigrant),1.0,1.72,0.72,3454266,6539477,False
USA,USA,Black (Caribbean),0.6,0.71,0.11,2072559,2719949,False
USA,USA,Asian (Chinese),1.5,1.61,0.11,5181398,6137724,False
USA,USA,Asian (Indian),1.6,2.57,0.97,5526825,9803599,False
USA,USA,Asian (Filipino),1.2,1.59,0.39,4145119,6058591,False
USA,USA,Asian (Vietnamese),0.7,0.82,0.12,2417986,3141340,False
USA,USA,Asian (Korean),0.5,0.45,-0.05,1727133,1713730,False
USA,USA,Asian (Japanese),0.3,0.2,-0.1,1036280,774405,False
USA,USA,Asian (Pakistani),0.2,0.34,0.14,690853,1295946,False
USA,USA,Asian (Bangladeshi),0.1,0.19,0.09,345427,722180,False
USA,USA,Asian (Other),0.5,0.65,0.15,1727133,2490529,False
USA,USA,Middle Eastern / North African,0.5,0.89,0.39,1727133,3398692,False
USA,USA,Multiracial,3.4,5.45,2.05,11744503,20749763,False
USA,USA,Native American,1.1,1.01,-0.09,3799692,3829364,False
USA,USA,Native Hawaiian / Pacific,0.2,0.17,-0.03,690853,640974,False
USA,USA,Other,0.2,0.17,-0.03,690853,636215,False
UZB,Uzbekistan,Uzbek,83.8,84.39,0.59,30471238,44062261,True
UZB,Uzbekistan,Tajik,4.8,4.69,-0.11,1745369,2446997,False
UZB,Uzbekistan,Kazakh,2.5,2.44,-0.06,909046,1274478,False
UZB,Uzbekistan,Russian,2.3,1.99,-0.31,836323,1037167,False
UZB,Uzbekistan,Karakalpak,2.2,2.15,-0.05,799961,1121540,False
UZB,Uzbekistan,Other,4.4,4.34,-0.06,1599922,2268307,False
VCT,St. Vincent & Grenadines,Black,66.0,66.87,0.87,66416,59483,True
VCT,St. Vincent & Grenadines,Mixed,19.0,18.72,-0.28,19120,16652,False
VCT,St. Vincent & Grenadines,East Indian,6.0,5.85,-0.15,6038,5200,False
VCT,St. Vincent & Grenadines,European,4.0,3.22,-0.78,4025,2866,False
VCT,St. Vincent & Grenadines,Other,5.0,5.34,0.34,5032,4747,False
VEN,Venezuela,Mixed (Mestizo),50.0,54.4,4.4,14202772,16916959,True
VEN,Venezuela,White (European descent),42.0,35.76,-6.24,11930328,11120103,False
VEN,Venezuela,Black,2.8,3.05,0.25,795355,948434,False
VEN,Venezuela,Indigenous (Wayuu/Warao),2.6,3.79,1.19,738544,1177383,False
VEN,Venezuela,Colombian migrant,0.8,1.01,0.21,227244,315442,False
VEN,Venezuela,Other,1.8,1.98,0.18,511300,616565,False
VNM,Vietnam,Kinh (Viet),85.3,84.34,-0.96,86142495,92780198,True
VNM,Vietnam,Tay,1.9,2.11,0.21,1918766,2323914,False
VNM,Vietnam,Thai,1.9,2.11,0.21,1918766,2323914,False
VNM,Vietnam,Muong,1.5,1.67,0.17,1514815,1834669,False
VNM,Vietnam,Khmer Krom,1.4,1.56,0.16,1413828,1712358,False
VNM,Vietnam,Hmong,1.4,1.56,0.16,1413828,1712358,False
VNM,Vietnam,Nung,1.0,1.11,0.11,1009877,1223113,False
VNM,Vietnam,Dao,0.8,0.89,0.09,807901,978490,False
VNM,Vietnam,Other,4.8,4.65,-0.15,4847409,5119898,False
VUT,Vanuatu,Ni-Vanuatu,97.6,97.29,-0.31,319919,519901,True
VUT,Vanuatu,Other (incl. Asian/European),2.4,2.71,0.31,7867,14490,False
WSM,Samoa,Samoan,96.0,95.49,-0.51,209310,260435,True
WSM,Samoa,Other,4.0,4.51,0.51,8721,12293,False
YEM,Yemen,Arab (Zaydi/Shafi'i),90.0,91.09,1.09,36524856,64655494,True
YEM,Yemen,Mahra/Socotri,2.0,1.62,-0.38,811663,1153164,False
YEM,Yemen,Somali (refugee/descendant),2.0,1.97,-0.03,811663,1396149,False
YEM,Yemen,Ethiopian/Eritrean migrant,1.5,1.42,-0.08,608748,1006776,False
YEM,Yemen,Akdam (muwalladeen),2.5,2.25,-0.25,1014579,1598691,False
YEM,Yemen,Other,2.0,1.64,-0.36,811663,1166133,False
ZAF,South Africa,Zulu,22.5,22.23,-0.27,14401617,17600572,False
ZAF,South Africa,Xhosa,16.0,15.81,-0.19,10241150,12515963,False
ZAF,South Africa,Other Black African (Sotho/Pedi/Tswana/Venda/Tsonga),42.9,44.96,2.06,27459083,35602020,True
ZAF,South Africa,Colored (Mixed),8.2,8.1,-0.1,5248589,6414431,False
ZAF,South Africa,White (Afrikaner),5.0,3.94,-1.06,3200359,3122909,False
ZAF,South Africa,White (English-speaking),2.3,1.89,-0.41,1472165,1492950,False
ZAF,South Africa,Indian/Asian,2.7,2.67,-0.03,1728194,2112069,False
ZAF,South Africa,Other,0.4,0.4,-0.0,256029,316418,False
ZMB,Zambia,Bemba,21.0,20.4,-0.6,4476142,7767256,False
ZMB,Zambia,Tonga,13.6,13.21,-0.39,2898835,5030223,False
ZMB,Zambia,Chewa,7.4,7.19,-0.21,1577307,2737033,False
ZMB,Zambia,Lozi,5.5,5.34,-0.16,1172323,2034281,False
ZMB,Zambia,Nsenga,5.3,5.15,-0.15,1129693,1960307,False
ZMB,Zambia,Tumbuka,4.4,4.27,-0.13,937858,1627425,False
ZMB,Zambia,Ngoni,4.0,3.88,-0.12,852598,1479477,False
ZMB,Zambia,Lala,3.1,3.01,-0.09,660764,1146595,False
ZMB,Zambia,Kaonde,2.9,2.82,-0.08,618134,1072621,False
ZMB,Zambia,Lunda,2.7,2.62,-0.08,575504,998647,False
ZMB,Zambia,Luvale,2.2,2.14,-0.06,468929,813712,False
ZMB,Zambia,Other,27.9,29.98,2.08,5946874,11415806,True
ZWE,Zimbabwe,Shona,70.0,70.81,0.81,11644056,18316713,True
ZWE,Zimbabwe,Ndebele,20.0,19.5,-0.5,3326873,5043535,False
ZWE,Zimbabwe,Kalanga,3.0,2.92,-0.08,499031,756530,False
ZWE,Zimbabwe,Tonga,1.5,1.46,-0.04,249515,378265,False
ZWE,Zimbabwe,Other Black African,4.9,4.78,-0.12,815084,1235666,False
ZWE,Zimbabwe,White,0.4,0.33,-0.07,66537,84674,False
ZWE,Zimbabwe,Other,0.2,0.2,-0.0,33269,51003,False
